artist,chart_date,year,quarter,chart_name,rank,title,chart_artist,peak_position,weeks_on_chart,grammy_years,month
Jody Watley,1998-04-01,1998,2.0,hot-100,88,Off The Hook,Jody Watley,73.0,7.0,[1988],
Jody Watley,1987-04-01,1987,2.0,billboard-200,38,Jody Watley,Jody Watley,38.0,3.0,[1988],
Jody Watley,1987-07-01,1987,3.0,billboard-200,18,Jody Watley,Jody Watley,10.0,16.0,[1988],
Jody Watley,1987-10-01,1987,4.0,billboard-200,82,Jody Watley,Jody Watley,10.0,29.0,[1988],
Jody Watley,1988-01-01,1988,1.0,billboard-200,37,Jody Watley,Jody Watley,10.0,42.0,[1988],
Jody Watley,1988-04-01,1988,2.0,billboard-200,26,Jody Watley,Jody Watley,10.0,55.0,[1988],
Jody Watley,1988-07-01,1988,3.0,billboard-200,76,Jody Watley,Jody Watley,10.0,68.0,[1988],
Jody Watley,1989-07-01,1989,3.0,billboard-200,22,Larger Than Life,Jody Watley,16.0,12.0,[1988],
Jody Watley,1989-10-01,1989,4.0,billboard-200,136,Larger Than Life,Jody Watley,16.0,26.0,[1988],
Jody Watley,1990-01-01,1990,1.0,billboard-200,86,You Wanna Dance With Me?,Jody Watley,86.0,6.0,[1988],
Jody Watley,1990-01-01,1990,1.0,billboard-200,187,Larger Than Life,Jody Watley,16.0,39.0,[1988],
Jody Watley,1992-01-01,1992,1.0,billboard-200,158,Affairs Of The Heart,Jody Watley,158.0,3.0,[1988],
Tracy Chapman,1988-07-01,1988,3.0,hot-100,55,Fast Car,Tracy Chapman,55.0,5.0,[1989],
Tracy Chapman,1988-10-01,1988,4.0,hot-100,39,Fast Car,Tracy Chapman,6.0,18.0,[1989],
Tracy Chapman,1988-10-01,1988,4.0,hot-100,90,Talkin' Bout A Revolution,Tracy Chapman,90.0,1.0,[1989],
Tracy Chapman,1989-01-01,1989,1.0,hot-100,48,Baby Can I Hold You,Tracy Chapman,48.0,10.0,[1989],
Tracy Chapman,1996-04-01,1996,2.0,hot-100,60,Give Me One Reason,Tracy Chapman,60.0,1.0,[1989],
Tracy Chapman,1996-07-01,1996,3.0,hot-100,4,Give Me One Reason,Tracy Chapman,3.0,14.0,[1989],
Tracy Chapman,1996-10-01,1996,4.0,hot-100,13,Give Me One Reason,Tracy Chapman,3.0,27.0,[1989],
Tracy Chapman,1988-07-01,1988,3.0,billboard-200,16,Tracy Chapman,Tracy Chapman,16.0,10.0,[1989],
Tracy Chapman,1988-10-01,1988,4.0,billboard-200,3,Tracy Chapman,Tracy Chapman,1.0,23.0,[1989],
Tracy Chapman,1989-01-01,1989,1.0,billboard-200,26,Tracy Chapman,Tracy Chapman,1.0,37.0,[1989],
Tracy Chapman,1989-04-01,1989,2.0,billboard-200,31,Tracy Chapman,Tracy Chapman,1.0,49.0,[1989],
Tracy Chapman,1990-01-01,1990,1.0,billboard-200,24,Crossroads,Tracy Chapman,9.0,12.0,[1989],
Tracy Chapman,1990-04-01,1990,2.0,billboard-200,187,Crossroads,Tracy Chapman,9.0,25.0,[1989],
Tracy Chapman,1992-07-01,1992,3.0,billboard-200,91,Matters Of The Heart,Tracy Chapman,53.0,8.0,[1989],
Tracy Chapman,1996-01-01,1996,1.0,billboard-200,91,New Beginning,Tracy Chapman,58.0,6.0,[1989],
Tracy Chapman,1996-04-01,1996,2.0,billboard-200,31,New Beginning,Tracy Chapman,31.0,19.0,[1989],
Tracy Chapman,1996-07-01,1996,3.0,billboard-200,6,New Beginning,Tracy Chapman,4.0,32.0,[1989],
Tracy Chapman,1996-10-01,1996,4.0,billboard-200,22,New Beginning,Tracy Chapman,4.0,45.0,[1989],
Tracy Chapman,1997-01-01,1997,1.0,billboard-200,69,New Beginning,Tracy Chapman,4.0,58.0,[1989],
Tracy Chapman,1997-04-01,1997,2.0,billboard-200,75,New Beginning,Tracy Chapman,4.0,71.0,[1989],
Tracy Chapman,1997-07-01,1997,3.0,billboard-200,164,New Beginning,Tracy Chapman,4.0,84.0,[1989],
Bob Newhart,1964-04-01,1964,2.0,billboard-200,138,Bob Newhart Faces Bob Newhart (Faces Bob Newhart),Bob Newhart,113.0,6.0,[1961],
Bob Newhart,1968-04-01,1968,2.0,billboard-200,96,The Eyes Of The Beacon Street Union,B,96.0,5.0,[1961],
Bob Newhart,1968-10-01,1968,4.0,billboard-200,175,The Clown Died In Marvin Gardens,B,175.0,4.0,[1961],
Bob Newhart,1969-04-01,1969,2.0,billboard-200,75,The Thorn In Mrs. Rose's Side,B,75.0,9.0,[1961],
Bob Newhart,1971-07-01,1971,3.0,billboard-200,105,Osibisa,O,105.0,1.0,[1961],
Bob Newhart,1971-10-01,1971,4.0,billboard-200,136,Osibisa,O,55.0,14.0,[1961],
LeAnn Rimes,1996-07-01,1996,3.0,hot-100,26,Blue,LeAnn Rimes,26.0,3.0,[1997],
LeAnn Rimes,1996-10-01,1996,4.0,hot-100,75,Blue,LeAnn Rimes,26.0,16.0,[1997],
LeAnn Rimes,1997-07-01,1997,3.0,hot-100,28,How Do I Live,LeAnn Rimes,28.0,3.0,[1997],
LeAnn Rimes,1997-10-01,1997,4.0,hot-100,4,How Do I Live,LeAnn Rimes,4.0,16.0,[1997],
LeAnn Rimes,1997-10-01,1997,4.0,hot-100,34,You Light Up My Life,LeAnn Rimes,34.0,4.0,[1997],
LeAnn Rimes,1998-01-01,1998,1.0,hot-100,3,How Do I Live,LeAnn Rimes,2.0,29.0,[1997],
LeAnn Rimes,1998-01-01,1998,1.0,hot-100,51,You Light Up My Life,LeAnn Rimes,34.0,17.0,[1997],
LeAnn Rimes,1998-04-01,1998,2.0,hot-100,20,How Do I Live,LeAnn Rimes,2.0,42.0,[1997],
LeAnn Rimes,1998-07-01,1998,3.0,hot-100,20,Looking Through Your Eyes,LeAnn Rimes,18.0,12.0,[1997],
LeAnn Rimes,1998-07-01,1998,3.0,hot-100,32,How Do I Live,LeAnn Rimes,2.0,55.0,[1997],
LeAnn Rimes,1998-10-01,1998,4.0,hot-100,48,How Do I Live,LeAnn Rimes,2.0,68.0,[1997],
LeAnn Rimes,1999-04-01,1999,2.0,hot-100,40,Written In The Stars,Elton John & LeAnn Rimes,29.0,4.0,[1997],
LeAnn Rimes,2000-01-01,2000,1.0,hot-100,23,Big Deal,LeAnn Rimes,23.0,12.0,[1997],
LeAnn Rimes,2000-07-01,2000,3.0,hot-100,59,I Need You,LeAnn Rimes,59.0,6.0,[1997],
LeAnn Rimes,2000-10-01,2000,4.0,hot-100,21,I Need You,LeAnn Rimes,11.0,20.0,[1997],
LeAnn Rimes,2000-10-01,2000,4.0,hot-100,96,Can't Fight The Moonlight,LeAnn Rimes,71.0,5.0,[1997],
LeAnn Rimes,2001-01-01,2001,1.0,hot-100,79,Can't Fight The Moonlight,LeAnn Rimes,71.0,18.0,[1997],
LeAnn Rimes,2002-01-01,2002,1.0,hot-100,49,Can't Fight The Moonlight,LeAnn Rimes,49.0,25.0,[1997],
LeAnn Rimes,2002-04-01,2002,2.0,hot-100,18,Can't Fight The Moonlight,LeAnn Rimes,11.0,38.0,[1997],
LeAnn Rimes,2005-01-01,2005,1.0,hot-100,60,Nothin 'Bout Love Makes Sense,LeAnn Rimes,59.0,8.0,[1997],
LeAnn Rimes,2005-10-01,2005,4.0,hot-100,68,Probably Wouldn't Be This Way,LeAnn Rimes,68.0,5.0,[1997],
LeAnn Rimes,2006-04-01,2006,2.0,hot-100,92,Something's Gotta Give,LeAnn Rimes,92.0,2.0,[1997],
LeAnn Rimes,2006-07-01,2006,3.0,hot-100,71,Something's Gotta Give,LeAnn Rimes,51.0,15.0,[1997],
LeAnn Rimes,1996-10-01,1996,4.0,billboard-200,15,Blue,LeAnn Rimes,3.0,11.0,[1997],
LeAnn Rimes,1997-01-01,1997,1.0,billboard-200,8,Blue,LeAnn Rimes,3.0,24.0,[1997],
LeAnn Rimes,1997-04-01,1997,2.0,billboard-200,4,Unchained Melody/The Early Years,LeAnn Rimes,1.0,6.0,[1997],
LeAnn Rimes,1997-04-01,1997,2.0,billboard-200,16,Blue,LeAnn Rimes,3.0,37.0,[1997],
LeAnn Rimes,1997-07-01,1997,3.0,billboard-200,16,Blue,LeAnn Rimes,3.0,50.0,[1997],
LeAnn Rimes,1997-07-01,1997,3.0,billboard-200,36,Unchained Melody/The Early Years,LeAnn Rimes,1.0,19.0,[1997],
LeAnn Rimes,1997-10-01,1997,4.0,billboard-200,2,You Light Up My Life -- Inspirational Songs,LeAnn Rimes,1.0,2.0,[1997],
LeAnn Rimes,1997-10-01,1997,4.0,billboard-200,38,Blue,LeAnn Rimes,3.0,63.0,[1997],
LeAnn Rimes,1997-10-01,1997,4.0,billboard-200,85,Unchained Melody/The Early Years,LeAnn Rimes,1.0,32.0,[1997],
LeAnn Rimes,1998-01-01,1998,1.0,billboard-200,4,You Light Up My Life -- Inspirational Songs,LeAnn Rimes,1.0,15.0,[1997],
LeAnn Rimes,1998-01-01,1998,1.0,billboard-200,38,Blue,LeAnn Rimes,3.0,76.0,[1997],
LeAnn Rimes,1998-01-01,1998,1.0,billboard-200,94,Unchained Melody/The Early Years,LeAnn Rimes,1.0,45.0,[1997],
LeAnn Rimes,1998-04-01,1998,2.0,billboard-200,38,You Light Up My Life -- Inspirational Songs,LeAnn Rimes,1.0,28.0,[1997],
LeAnn Rimes,1998-04-01,1998,2.0,billboard-200,142,Blue,LeAnn Rimes,3.0,89.0,[1997],
LeAnn Rimes,1998-07-01,1998,3.0,billboard-200,14,Sittin' On Top Of The World,LeAnn Rimes,3.0,7.0,[1997],
LeAnn Rimes,1998-07-01,1998,3.0,billboard-200,108,You Light Up My Life -- Inspirational Songs,LeAnn Rimes,1.0,41.0,[1997],
LeAnn Rimes,1998-10-01,1998,4.0,billboard-200,91,Sittin' On Top Of The World,LeAnn Rimes,3.0,20.0,[1997],
LeAnn Rimes,1998-10-01,1998,4.0,billboard-200,191,You Light Up My Life -- Inspirational Songs,LeAnn Rimes,1.0,54.0,[1997],
LeAnn Rimes,1999-01-01,1999,1.0,billboard-200,132,Sittin' On Top Of The World,LeAnn Rimes,3.0,33.0,[1997],
LeAnn Rimes,2000-01-01,2000,1.0,billboard-200,38,LeAnn Rimes,LeAnn Rimes,8.0,8.0,[1997],
LeAnn Rimes,2000-04-01,2000,2.0,billboard-200,183,LeAnn Rimes,LeAnn Rimes,8.0,21.0,[1997],
LeAnn Rimes,2001-04-01,2001,2.0,billboard-200,76,I Need You,LeAnn Rimes,10.0,8.0,[1997],
LeAnn Rimes,2001-07-01,2001,3.0,billboard-200,149,I Need You,LeAnn Rimes,10.0,21.0,[1997],
LeAnn Rimes,2003-01-01,2003,1.0,billboard-200,155,Twisted Angel,LeAnn Rimes,12.0,12.0,[1997],
LeAnn Rimes,2004-01-01,2004,1.0,billboard-200,78,Greatest Hits,LeAnn Rimes,24.0,5.0,[1997],
LeAnn Rimes,2004-04-01,2004,2.0,billboard-200,171,Greatest Hits,LeAnn Rimes,24.0,18.0,[1997],
LeAnn Rimes,2005-04-01,2005,2.0,billboard-200,92,This Woman,LeAnn Rimes,3.0,8.0,[1997],
LeAnn Rimes,2005-07-01,2005,3.0,billboard-200,163,This Woman,LeAnn Rimes,3.0,21.0,[1997],
LeAnn Rimes,2005-10-01,2005,4.0,billboard-200,153,This Woman,LeAnn Rimes,3.0,34.0,[1997],
Milli Vanilli,1989-01-01,1989,1.0,hot-100,83,Girl You Know It's True,Milli Vanilli,83.0,1.0,[1990],
Milli Vanilli,1989-04-01,1989,2.0,hot-100,2,Girl You Know It's True,Milli Vanilli,2.0,13.0,[1990],
Milli Vanilli,1989-07-01,1989,3.0,hot-100,1,Baby Don't Forget My Number,Milli Vanilli,1.0,10.0,[1990],
Milli Vanilli,1989-07-01,1989,3.0,hot-100,100,Girl You Know It's True,Milli Vanilli,2.0,26.0,[1990],
Milli Vanilli,1989-10-01,1989,4.0,hot-100,3,Girl I'm Gonna Miss You,Milli Vanilli,1.0,10.0,[1990],
Milli Vanilli,1989-10-01,1989,4.0,hot-100,65,Blame It On The Rain,Milli Vanilli,65.0,1.0,[1990],
Milli Vanilli,1990-01-01,1990,1.0,hot-100,21,Blame It On The Rain,Milli Vanilli,1.0,14.0,[1990],
Milli Vanilli,1990-01-01,1990,1.0,hot-100,51,All Or Nothing,Milli Vanilli,51.0,1.0,[1990],
Milli Vanilli,1990-04-01,1990,2.0,hot-100,98,All Or Nothing,Milli Vanilli,4.0,14.0,[1990],
Milli Vanilli,1989-04-01,1989,2.0,billboard-200,32,Girl You Know It's True,Milli Vanilli,32.0,2.0,[1990],
Milli Vanilli,1989-07-01,1989,3.0,billboard-200,8,Girl You Know It's True,Milli Vanilli,8.0,15.0,[1990],
Milli Vanilli,1989-10-01,1989,4.0,billboard-200,2,Girl You Know It's True,Milli Vanilli,1.0,29.0,[1990],
Milli Vanilli,1990-01-01,1990,1.0,billboard-200,2,Girl You Know It's True,Milli Vanilli,1.0,42.0,[1990],
Milli Vanilli,1990-04-01,1990,2.0,billboard-200,11,Girl You Know It's True,Milli Vanilli,1.0,55.0,[1990],
Milli Vanilli,1990-07-01,1990,3.0,billboard-200,34,The Remix Album,Milli Vanilli,32.0,4.0,[1990],
Milli Vanilli,1990-07-01,1990,3.0,billboard-200,104,Girl You Know It's True,Milli Vanilli,1.0,68.0,[1990],
Milli Vanilli,1990-10-01,1990,4.0,billboard-200,141,The Remix Album,Milli Vanilli,32.0,17.0,[1990],
The Carpenters,1970-07-01,1970,3.0,hot-100,14,(They Long To Be) Close To You,Carpenters,14.0,3.0,[1971],
The Carpenters,1970-10-01,1970,4.0,hot-100,18,We've Only Just Begun,Carpenters,18.0,4.0,[1971],
The Carpenters,1970-10-01,1970,4.0,hot-100,31,(They Long To Be) Close To You,Carpenters,1.0,16.0,[1971],
The Carpenters,1971-01-01,1971,1.0,hot-100,28,We've Only Just Begun,Carpenters,2.0,17.0,[1971],
The Carpenters,1971-04-01,1971,2.0,hot-100,3,For All We Know,Carpenters,3.0,9.0,[1971],
The Carpenters,1971-07-01,1971,3.0,hot-100,4,Rainy Days And Mondays,Carpenters,2.0,8.0,[1971],
The Carpenters,1971-10-01,1971,4.0,hot-100,4,Superstar/Bless The Beasts And Children,Carpenters,4.0,5.0,[1971],
The Carpenters,1972-01-01,1972,1.0,hot-100,73,Superstar/Bless The Beasts And Children,Carpenters,2.0,18.0,[1971],
The Carpenters,1972-04-01,1972,2.0,hot-100,33,Hurting Each Other,Carpenters,2.0,12.0,[1971],
The Carpenters,1972-07-01,1972,3.0,hot-100,35,It's Going To Take Some Time,Carpenters,12.0,10.0,[1971],
The Carpenters,1973-04-01,1973,2.0,hot-100,7,Sing,Carpenters,7.0,7.0,[1971],
The Carpenters,1973-07-01,1973,3.0,hot-100,8,Yesterday Once More,Carpenters,8.0,6.0,[1971],
The Carpenters,1973-10-01,1973,4.0,hot-100,80,Top Of The World,Carpenters,80.0,1.0,[1971],
The Carpenters,1974-01-01,1974,1.0,hot-100,11,Top Of The World,Carpenters,1.0,14.0,[1971],
The Carpenters,1975-01-01,1975,1.0,hot-100,9,Please Mr. Postman,Carpenters,9.0,7.0,[1971],
The Carpenters,1975-04-01,1975,2.0,hot-100,47,Only Yesterday,Carpenters,47.0,2.0,[1971],
The Carpenters,1975-10-01,1975,4.0,hot-100,58,Solitaire,Carpenters,17.0,10.0,[1971],
The Carpenters,1976-04-01,1976,2.0,hot-100,17,There's A Kind Of Hush (All Over The World),Carpenters,17.0,6.0,[1971],
The Carpenters,1976-07-01,1976,3.0,hot-100,38,I Need To Be In Love,Carpenters,38.0,4.0,[1971],
The Carpenters,1976-10-01,1976,4.0,hot-100,56,Goofus,Carpenters,56.0,5.0,[1971],
The Carpenters,1977-07-01,1977,3.0,hot-100,35,All You Get From Love Is A Love Song,Carpenters,35.0,7.0,[1971],
The Carpenters,1978-01-01,1978,1.0,hot-100,95,Calling Occupants Of Interplanetary Craft,Carpenters,32.0,14.0,[1971],
The Carpenters,1978-04-01,1978,2.0,hot-100,47,"Sweet, Sweet Smile",Carpenters,47.0,9.0,[1971],
The Carpenters,1979-01-01,1979,1.0,hot-100,95,I Believe You,Carpenters,68.0,5.0,[1971],
The Carpenters,1981-07-01,1981,3.0,hot-100,38,Touch Me When We're Dancing,Carpenters,38.0,3.0,[1971],
The Carpenters,1981-10-01,1981,4.0,hot-100,78,(Want You) Back In My Life Again,Carpenters,78.0,4.0,[1971],
The Carpenters,1970-10-01,1970,4.0,billboard-200,28,Close To You,Carpenters,28.0,3.0,[1971],
The Carpenters,1971-01-01,1971,1.0,billboard-200,8,Close To You,Carpenters,2.0,16.0,[1971],
The Carpenters,1971-04-01,1971,2.0,billboard-200,14,Close To You,Carpenters,2.0,29.0,[1971],
The Carpenters,1971-04-01,1971,2.0,billboard-200,161,Ticket To Ride,Carpenters,161.0,5.0,[1971],
The Carpenters,1971-07-01,1971,3.0,billboard-200,2,Carpenters,Carpenters,2.0,5.0,[1971],
The Carpenters,1971-07-01,1971,3.0,billboard-200,27,Close To You,Carpenters,2.0,42.0,[1971],
The Carpenters,1971-10-01,1971,4.0,billboard-200,7,Carpenters,Carpenters,2.0,18.0,[1971],
The Carpenters,1971-10-01,1971,4.0,billboard-200,38,Close To You,Carpenters,2.0,55.0,[1971],
The Carpenters,1972-01-01,1972,1.0,billboard-200,25,Carpenters,Carpenters,2.0,31.0,[1971],
The Carpenters,1972-01-01,1972,1.0,billboard-200,72,Close To You,Carpenters,2.0,68.0,[1971],
The Carpenters,1972-04-01,1972,2.0,billboard-200,54,Carpenters,Carpenters,2.0,44.0,[1971],
The Carpenters,1972-04-01,1972,2.0,billboard-200,148,Close To You,Carpenters,2.0,81.0,[1971],
The Carpenters,1972-07-01,1972,3.0,billboard-200,143,Carpenters,Carpenters,2.0,57.0,[1971],
The Carpenters,1972-10-01,1972,4.0,billboard-200,24,A Song For You,Carpenters,4.0,14.0,[1971],
The Carpenters,1973-01-01,1973,1.0,billboard-200,79,A Song For You,Carpenters,4.0,27.0,[1971],
The Carpenters,1973-04-01,1973,2.0,billboard-200,156,A Song For You,Carpenters,4.0,40.0,[1971],
The Carpenters,1973-07-01,1973,3.0,billboard-200,5,Now & Then,Carpenters,5.0,6.0,[1971],
The Carpenters,1973-10-01,1973,4.0,billboard-200,33,Now & Then,Carpenters,2.0,19.0,[1971],
The Carpenters,1974-01-01,1974,1.0,billboard-200,1,The Singles 1969-1973,Carpenters,1.0,6.0,[1971],
The Carpenters,1974-01-01,1974,1.0,billboard-200,85,Now & Then,Carpenters,2.0,32.0,[1971],
The Carpenters,1974-04-01,1974,2.0,billboard-200,53,The Singles 1969-1973,Carpenters,1.0,19.0,[1971],
The Carpenters,1974-07-01,1974,3.0,billboard-200,107,The Singles 1969-1973,Carpenters,1.0,32.0,[1971],
The Carpenters,1975-07-01,1975,3.0,billboard-200,25,Horizon,Carpenters,25.0,2.0,[1971],
The Carpenters,1975-10-01,1975,4.0,billboard-200,124,Horizon,Carpenters,13.0,15.0,[1971],
The Carpenters,1976-10-01,1976,4.0,billboard-200,109,A Kind Of Hush,Carpenters,33.0,13.0,[1971],
The Carpenters,1978-01-01,1978,1.0,billboard-200,63,Passage,Carpenters,49.0,12.0,[1971],
The Carpenters,1979-01-01,1979,1.0,billboard-200,145,Christmas Portrait,Carpenters,145.0,5.0,[1971],
The Carpenters,1981-07-01,1981,3.0,billboard-200,99,Made In America,Carpenters,99.0,1.0,[1971],
The Carpenters,1981-10-01,1981,4.0,billboard-200,155,Made In America,Carpenters,52.0,14.0,[1971],
Chance the Rapper,2016-07-01,2016,3.0,hot-100,91,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,86.0,4.0,[2017],
Chance the Rapper,2016-10-01,2016,4.0,hot-100,63,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,63.0,17.0,[2017],
Chance the Rapper,2017-07-01,2017,3.0,hot-100,2,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance the Rapper & Lil Wayne",1.0,7.0,[2017],
Chance the Rapper,2017-10-01,2017,4.0,hot-100,39,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance the Rapper & Lil Wayne",1.0,21.0,[2017],
Chance the Rapper,2018-10-01,2018,4.0,hot-100,17,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance the Rapper & Quavo",5.0,9.0,[2017],
Chance the Rapper,2019-07-01,2019,3.0,hot-100,39,Cross Me,Ed Sheeran Featuring Chance the Rapper & PnB Rock,34.0,5.0,[2017],
Chance the Rapper,2020-10-01,2020,4.0,hot-100,3,Holy,Justin Bieber Featuring Chance the Rapper,3.0,1.0,[2017],
Chance the Rapper,2021-01-01,2021,1.0,hot-100,21,Holy,Justin Bieber Featuring Chance the Rapper,3.0,14.0,[2017],
Chance the Rapper,2016-07-01,2016,3.0,billboard-200,63,Coloring Book,Chance the Rapper,8.0,5.0,[2017],
Chance the Rapper,2016-10-01,2016,4.0,billboard-200,31,Coloring Book,Chance the Rapper,8.0,18.0,[2017],
Chance the Rapper,2017-01-01,2017,1.0,billboard-200,89,Coloring Book,Chance the Rapper,8.0,32.0,[2017],
Chance the Rapper,2017-04-01,2017,2.0,billboard-200,24,Coloring Book,Chance the Rapper,8.0,44.0,[2017],
Chance the Rapper,2017-07-01,2017,3.0,billboard-200,53,Coloring Book,Chance the Rapper,8.0,57.0,[2017],
Chance the Rapper,2017-10-01,2017,4.0,billboard-200,58,Coloring Book,Chance the Rapper,8.0,71.0,[2017],
Chance the Rapper,2018-01-01,2018,1.0,billboard-200,165,Coloring Book,Chance the Rapper,8.0,84.0,[2017],
Chance the Rapper,2018-04-01,2018,2.0,billboard-200,123,Coloring Book,Chance the Rapper,8.0,98.0,[2017],
Chance the Rapper,2018-07-01,2018,3.0,billboard-200,175,Coloring Book,Chance the Rapper,8.0,111.0,[2017],
Chance the Rapper,2019-10-01,2019,4.0,billboard-200,53,The Big Day,Chance the Rapper,2.0,9.0,[2017],
Shelby Lynne,2003-10-01,2003,4.0,billboard-200,160,Identity Crisis,Shelby Lynne,160.0,1.0,[2001],
America,1968-01-01,1968,1.0,hot-100,8,"Bend Me, Shape Me",The American Breed,8.0,6.0,[1973],
America,1968-04-01,1968,2.0,hot-100,42,Green Light,The American Breed,39.0,7.0,[1973],
America,1969-01-01,1969,1.0,hot-100,79,This Magic Moment,Jay & The Americans,79.0,2.0,[1973],
America,1969-04-01,1969,2.0,hot-100,95,When You Dance,Jay & The Americans,95.0,1.0,[1973],
America,1969-07-01,1969,3.0,hot-100,69,Hushabye,Jay & The Americans,62.0,6.0,[1973],
America,1970-01-01,1970,1.0,hot-100,45,Walkin' In The Rain,Jay & The Americans,45.0,7.0,[1973],
America,1970-04-01,1970,2.0,hot-100,67,Capture The Moment,Jay & The Americans,67.0,2.0,[1973],
America,1972-04-01,1972,2.0,hot-100,1,A Horse With No Name,America,1.0,7.0,[1973],
America,1972-07-01,1972,3.0,hot-100,9,I Need You,America,9.0,7.0,[1973],
America,1973-01-01,1973,1.0,hot-100,55,Ventura Highway,America,8.0,12.0,[1973],
America,1973-10-01,1973,4.0,hot-100,75,Muskrat Love,America,67.0,8.0,[1973],
America,1974-10-01,1974,4.0,hot-100,26,Tin Man,America,26.0,7.0,[1973],
America,1975-01-01,1975,1.0,hot-100,66,Lonely People,America,66.0,2.0,[1973],
America,1975-04-01,1975,2.0,hot-100,71,Sister Golden Hair,America,71.0,1.0,[1973],
America,1975-07-01,1975,3.0,hot-100,28,Sister Golden Hair,America,1.0,14.0,[1973],
America,1975-10-01,1975,4.0,hot-100,47,Daisy Jane,America,20.0,12.0,[1973],
America,1976-01-01,1976,1.0,hot-100,46,Woman Tonight,America,46.0,6.0,[1973],
America,1976-07-01,1976,3.0,hot-100,24,Today's The Day,America,24.0,8.0,[1973],
America,1979-04-01,1979,2.0,hot-100,68,California Dreamin',America,68.0,3.0,[1973],
America,1979-10-01,1979,4.0,hot-100,8,Pop Muzik,M,8.0,9.0,[1973],
America,1980-01-01,1980,1.0,hot-100,32,Pop Muzik,M,1.0,22.0,[1973],
America,1982-10-01,1982,4.0,hot-100,11,You Can Do Magic,America,11.0,10.0,[1973],
America,1983-01-01,1983,1.0,hot-100,48,Right Before Your Eyes,America,48.0,6.0,[1973],
America,1983-07-01,1983,3.0,hot-100,54,The Border,America,54.0,3.0,[1973],
America,1968-04-01,1968,2.0,billboard-200,109,"Bend Me, Shape Me",The American Breed,109.0,7.0,[1973],
America,1969-04-01,1969,2.0,billboard-200,60,Sands Of Time,Jay & The Americans,60.0,4.0,[1973],
America,1969-07-01,1969,3.0,billboard-200,108,Sands Of Time,Jay & The Americans,51.0,17.0,[1973],
America,1970-04-01,1970,2.0,billboard-200,127,Wax Museum,Jay & The Americans,105.0,6.0,[1973],
America,1972-04-01,1972,2.0,billboard-200,1,America,America,1.0,7.0,[1973],
America,1972-07-01,1972,3.0,billboard-200,16,America,America,1.0,20.0,[1973],
America,1972-10-01,1972,4.0,billboard-200,99,America,America,1.0,34.0,[1973],
America,1973-01-01,1973,1.0,billboard-200,9,Homecoming,America,9.0,6.0,[1973],
America,1973-04-01,1973,2.0,billboard-200,44,Homecoming,America,9.0,19.0,[1973],
America,1973-07-01,1973,3.0,billboard-200,162,Homecoming,America,9.0,32.0,[1973],
America,1974-01-01,1974,1.0,billboard-200,47,Hat Trick,America,28.0,8.0,[1973],
America,1974-10-01,1974,4.0,billboard-200,14,Holiday,America,14.0,13.0,[1973],
America,1975-01-01,1975,1.0,billboard-200,68,Holiday,America,3.0,26.0,[1973],
America,1975-04-01,1975,2.0,billboard-200,107,Holiday,America,3.0,39.0,[1973],
America,1975-04-01,1975,2.0,billboard-200,119,Hearts,America,119.0,1.0,[1973],
America,1975-07-01,1975,3.0,billboard-200,22,Hearts,America,4.0,14.0,[1973],
America,1975-07-01,1975,3.0,billboard-200,152,Holiday,America,3.0,52.0,[1973],
America,1975-10-01,1975,4.0,billboard-200,38,Hearts,America,4.0,27.0,[1973],
America,1976-01-01,1976,1.0,billboard-200,3,History/America's Greatest Hits,America,3.0,7.0,[1973],
America,1976-01-01,1976,1.0,billboard-200,140,Hearts,America,4.0,40.0,[1973],
America,1976-04-01,1976,2.0,billboard-200,25,History/America's Greatest Hits,America,3.0,20.0,[1973],
America,1976-07-01,1976,3.0,billboard-200,41,Hideaway,America,11.0,10.0,[1973],
America,1976-07-01,1976,3.0,billboard-200,84,History/America's Greatest Hits,America,3.0,33.0,[1973],
America,1976-10-01,1976,4.0,billboard-200,88,American Flyer,American Flyer,88.0,5.0,[1973],
America,1976-10-01,1976,4.0,billboard-200,164,History/America's Greatest Hits,America,3.0,46.0,[1973],
America,1977-01-01,1977,1.0,billboard-200,153,History/America's Greatest Hits,America,3.0,59.0,[1973],
America,1977-04-01,1977,2.0,billboard-200,23,Harbor,America,23.0,4.0,[1973],
America,1977-07-01,1977,3.0,billboard-200,186,Spirit Of A Woman,American Flyer,186.0,1.0,[1973],
America,1978-01-01,1978,1.0,billboard-200,129,America/Live,America,129.0,4.0,[1973],
America,1979-07-01,1979,3.0,billboard-200,175,Silent Letter,America,175.0,1.0,[1973],
America,1980-01-01,1980,1.0,billboard-200,103,"New York,london,paris,munich",M,103.0,3.0,[1973],
