artist,chart_date,year,quarter,chart_name,rank,title,chart_artist,peak_position,weeks_on_chart,grammy_years,month
Alessia Cara,2016-10-01,2016,4.0,billboard-200,164,1000 Forms Of Fear,Sia,1.0,110.0,[2018],
Alessia Cara,2017-01-01,2017,1.0,billboard-200,45,This Is Acting,Sia,4.0,47.0,[2018],
Alessia Cara,2017-01-01,2017,1.0,billboard-200,87,Know-It-All,Alessia Cara,9.0,58.0,[2018],
Alessia Cara,2017-04-01,2017,2.0,billboard-200,64,This Is Acting,Sia,4.0,59.0,[2018],
Alessia Cara,2017-04-01,2017,2.0,billboard-200,78,Know-It-All,Alessia Cara,9.0,70.0,[2018],
Alessia Cara,2017-07-01,2017,3.0,billboard-200,130,This Is Acting,Sia,4.0,72.0,[2018],
Alessia Cara,2017-07-01,2017,3.0,billboard-200,152,Know-It-All,Alessia Cara,9.0,83.0,[2018],
Alessia Cara,2018-01-01,2018,1.0,billboard-200,65,Everyday Is Christmas,Sia,27.0,5.0,[2018],
Alessia Cara,2019-01-01,2019,1.0,billboard-200,132,Everyday Is Christmas,Sia,27.0,10.0,[2018],
Alessia Cara,2020-01-01,2020,1.0,billboard-200,149,Everyday Is Christmas,Sia,27.0,11.0,[2018],
Alessia Cara,2021-01-01,2021,1.0,billboard-200,83,Everyday Is Christmas,Sia,27.0,13.0,[2018],
Alessia Cara,2022-01-01,2022,1.0,billboard-200,113,Everyday Is Christmas,Sia,27.0,17.0,[2018],
Alessia Cara,2023-01-01,2023,1.0,billboard-200,98,Everyday Is Christmas,Sia,27.0,23.0,[2018],
Alessia Cara,2024-01-01,2024,1.0,billboard-200,71,Everyday Is Christmas,Sia,27.0,28.0,[2018],
Alessia Cara,2025-01-01,2025,1.0,billboard-200,49,Everyday Is Christmas,Sia,27.0,32.0,[2018],
Alessia Cara,2026-01-01,2026,1.0,billboard-200,42,Everyday Is Christmas,Sia,27.0,36.0,[2018],
Arrested Development,1992-07-01,1992,3.0,hot-100,9,Tennessee,Arrested Development,9.0,13.0,[1993],
Arrested Development,1992-10-01,1992,4.0,hot-100,13,People Everyday,Arrested Development,13.0,8.0,[1993],
Arrested Development,1993-01-01,1993,1.0,hot-100,41,Mr. Wendal,Arrested Development,41.0,3.0,[1993],
Arrested Development,1993-01-01,1993,1.0,hot-100,45,People Everyday,Arrested Development,8.0,21.0,[1993],
Arrested Development,1993-01-01,1993,1.0,hot-100,99,"Revolution (From ""Malcolm X"")",Arrested Development,95.0,4.0,[1993],
Arrested Development,1993-04-01,1993,2.0,hot-100,8,Mr. Wendal,Arrested Development,6.0,16.0,[1993],
Arrested Development,1994-07-01,1994,3.0,hot-100,55,Ease My Mind,Arrested Development,45.0,8.0,[1993],
Arrested Development,1999-10-01,1999,4.0,hot-100,56,Gotta Man,Eve,56.0,3.0,[1993],
Arrested Development,2000-01-01,2000,1.0,hot-100,97,Gotta Man,Eve,26.0,16.0,[1993],
Arrested Development,2001-04-01,2001,2.0,hot-100,55,Who's That Girl?,Eve,47.0,8.0,[1993],
Arrested Development,2003-01-01,2003,1.0,hot-100,29,Satisfaction,Eve,29.0,6.0,[1993],
Arrested Development,1992-07-01,1992,3.0,billboard-200,50,3 Years 5 Months & 2 Days In The Life Of . . .,Arrested Development,50.0,12.0,[1993],
Arrested Development,1992-10-01,1992,4.0,billboard-200,14,3 Years 5 Months & 2 Days In The Life Of . . .,Arrested Development,13.0,25.0,[1993],
Arrested Development,1993-01-01,1993,1.0,billboard-200,26,3 Years 5 Months & 2 Days In The Life Of . . .,Arrested Development,13.0,38.0,[1993],
Arrested Development,1993-04-01,1993,2.0,billboard-200,11,3 Years 5 Months & 2 Days In The Life Of . . .,Arrested Development,7.0,51.0,[1993],
Arrested Development,1993-07-01,1993,3.0,billboard-200,77,3 Years 5 Months & 2 Days In The Life Of . . .,Arrested Development,7.0,64.0,[1993],
Arrested Development,1994-07-01,1994,3.0,billboard-200,55,Zingalamaduni,Arrested Development,55.0,1.0,[1993],
Arrested Development,1999-10-01,1999,4.0,billboard-200,1,Let There Be... EVE--Ruff Ryders' First Lady,Eve,1.0,1.0,[1993],
Arrested Development,2000-01-01,2000,1.0,billboard-200,76,Let There Be... EVE--Ruff Ryders' First Lady,Eve,1.0,14.0,[1993],
Arrested Development,2000-04-01,2000,2.0,billboard-200,40,Let There Be... EVE--Ruff Ryders' First Lady,Eve,1.0,27.0,[1993],
Arrested Development,2001-04-01,2001,2.0,billboard-200,12,Scorpion,Eve,4.0,3.0,[1993],
Arrested Development,2001-07-01,2001,3.0,billboard-200,36,Scorpion,Eve,4.0,16.0,[1993],
Arrested Development,2001-10-01,2001,4.0,billboard-200,129,Scorpion,Eve,4.0,29.0,[1993],
Arrested Development,2002-10-01,2002,4.0,billboard-200,21,Eve-Olution,Eve,6.0,4.0,[1993],
Arrested Development,2003-01-01,2003,1.0,billboard-200,168,Eve-Olution,Eve,6.0,17.0,[1993],
Victoria Monét,2023-10-01,2023,4.0,billboard-200,46,Layover (EP),V,2.0,3.0,[2024],
Bette Midler,1973-01-01,1973,1.0,hot-100,49,Do You Want To Dance?,Bette Midler,49.0,3.0,[1974],
Bette Midler,1973-04-01,1973,2.0,hot-100,50,Do You Want To Dance?,Bette Midler,17.0,16.0,[1974],
Bette Midler,1973-07-01,1973,3.0,hot-100,14,Boogie Woogie Bugle Boy,Bette Midler,14.0,9.0,[1974],
Bette Midler,1973-10-01,1973,4.0,hot-100,62,Friends/chapel Of Love,Bette Midler,62.0,2.0,[1974],
Bette Midler,1977-07-01,1977,3.0,hot-100,46,You're Movin' Out Today,Bette Midler,42.0,13.0,[1974],
Bette Midler,1979-07-01,1979,3.0,hot-100,40,Married Men,Bette Midler,40.0,6.0,[1974],
Bette Midler,1979-10-01,1979,4.0,hot-100,8,Pop Muzik,M,8.0,9.0,[1974],
Bette Midler,1980-01-01,1980,1.0,hot-100,32,Pop Muzik,M,1.0,22.0,[1974],
Bette Midler,1980-04-01,1980,2.0,hot-100,66,The Rose,Bette Midler,66.0,3.0,[1974],
Bette Midler,1980-07-01,1980,3.0,hot-100,3,The Rose,Bette Midler,3.0,16.0,[1974],
Bette Midler,1981-01-01,1981,1.0,hot-100,45,My Mother's Eyes,Bette Midler,45.0,7.0,[1974],
Bette Midler,1969-04-01,1969,2.0,billboard-200,75,The Thorn In Mrs. Rose's Side,B,75.0,9.0,[1974],
Bette Midler,1970-04-01,1970,2.0,billboard-200,93,Lord Sutch And Heavy Friends,L,84.0,7.0,[1974],
Bette Midler,1973-01-01,1973,1.0,billboard-200,43,The Divine Miss M,Bette Midler,43.0,5.0,[1974],
Bette Midler,1973-04-01,1973,2.0,billboard-200,14,The Divine Miss M,Bette Midler,9.0,18.0,[1974],
Bette Midler,1973-07-01,1973,3.0,billboard-200,50,The Divine Miss M,Bette Midler,9.0,31.0,[1974],
Bette Midler,1973-10-01,1973,4.0,billboard-200,66,The Divine Miss M,Bette Midler,9.0,44.0,[1974],
Bette Midler,1974-01-01,1974,1.0,billboard-200,9,Bette Midler,Bette Midler,9.0,5.0,[1974],
Bette Midler,1974-01-01,1974,1.0,billboard-200,80,The Divine Miss M,Bette Midler,9.0,57.0,[1974],
Bette Midler,1974-04-01,1974,2.0,billboard-200,68,Bette Midler,Bette Midler,6.0,18.0,[1974],
Bette Midler,1974-04-01,1974,2.0,billboard-200,93,The Divine Miss M,Bette Midler,9.0,70.0,[1974],
Bette Midler,1976-01-01,1976,1.0,billboard-200,158,The Band Plays On,B,111.0,8.0,[1974],
Bette Midler,1976-04-01,1976,2.0,billboard-200,92,Songs For The New Depression,Bette Midler,27.0,10.0,[1974],
Bette Midler,1977-07-01,1977,3.0,billboard-200,49,Live At Last,Bette Midler,49.0,6.0,[1974],
Bette Midler,1978-01-01,1978,1.0,billboard-200,82,Broken Blossom,Bette Midler,82.0,4.0,[1974],
Bette Midler,1979-10-01,1979,4.0,billboard-200,77,Thighs And Whispers,Bette Midler,77.0,3.0,[1974],
Bette Midler,1980-01-01,1980,1.0,billboard-200,49,The Rose,Bette Midler,49.0,3.0,[1974],
Bette Midler,1980-01-01,1980,1.0,billboard-200,103,"New York,london,paris,munich",M,103.0,3.0,[1974],
Bette Midler,1980-01-01,1980,1.0,billboard-200,169,Thighs And Whispers,Bette Midler,65.0,16.0,[1974],
Bette Midler,1980-04-01,1980,2.0,billboard-200,44,The Rose,Bette Midler,12.0,16.0,[1974],
Bette Midler,1980-07-01,1980,3.0,billboard-200,19,The Rose,Bette Midler,12.0,29.0,[1974],
Bette Midler,1980-10-01,1980,4.0,billboard-200,141,The Rose,Bette Midler,12.0,42.0,[1974],
Bette Midler,1981-01-01,1981,1.0,billboard-200,34,Divine Madness,Bette Midler,34.0,6.0,[1974],
Bette Midler,1983-10-01,1983,4.0,billboard-200,63,No Frills,Bette Midler,63.0,6.0,[1974],
Sade,1981-10-01,1981,4.0,hot-100,97,I'm So Glad I'm Standing Here Today,The Crusaders With Joe Cocker,97.0,2.0,[1986],
Sade,1985-04-01,1985,2.0,hot-100,28,Smooth Operator,Sade,28.0,6.0,[1986],
Sade,1985-07-01,1985,3.0,hot-100,60,Your Love Is King,Sade,60.0,3.0,[1986],
Sade,1985-07-01,1985,3.0,hot-100,80,Smooth Operator,Sade,5.0,19.0,[1986],
Sade,1986-01-01,1986,1.0,hot-100,38,The Sweetest Taboo,Sade,38.0,7.0,[1986],
Sade,1986-04-01,1986,2.0,hot-100,52,The Sweetest Taboo,Sade,5.0,20.0,[1986],
Sade,1986-04-01,1986,2.0,hot-100,55,Never As Good As The First Time,Sade,55.0,2.0,[1986],
Sade,1988-07-01,1988,3.0,hot-100,24,Paradise,Sade,24.0,8.0,[1986],
Sade,1989-04-01,1989,2.0,hot-100,53,Tribute (Right On),The Pasadenas,53.0,6.0,[1986],
Sade,1993-01-01,1993,1.0,hot-100,49,No Ordinary Love,Sade,49.0,9.0,[1986],
Sade,1993-04-01,1993,2.0,hot-100,83,Kiss Of Life,Sade,83.0,3.0,[1986],
Sade,1982-01-01,1982,1.0,billboard-200,149,Standing Tall,The Crusaders,59.0,13.0,[1986],
Sade,1984-07-01,1984,3.0,billboard-200,186,Ghetto Blaster,The Crusaders,79.0,12.0,[1986],
Sade,1985-04-01,1985,2.0,billboard-200,20,Diamond Life,Sade,20.0,7.0,[1986],
Sade,1985-07-01,1985,3.0,billboard-200,20,Diamond Life,Sade,5.0,20.0,[1986],
Sade,1985-10-01,1985,4.0,billboard-200,54,Diamond Life,Sade,5.0,33.0,[1986],
Sade,1986-01-01,1986,1.0,billboard-200,21,Promise,Sade,21.0,3.0,[1986],
Sade,1986-01-01,1986,1.0,billboard-200,124,Diamond Life,Sade,5.0,46.0,[1986],
Sade,1986-04-01,1986,2.0,billboard-200,3,Promise,Sade,1.0,16.0,[1986],
Sade,1986-04-01,1986,2.0,billboard-200,54,Diamond Life,Sade,5.0,59.0,[1986],
Sade,1986-07-01,1986,3.0,billboard-200,51,Promise,Sade,1.0,29.0,[1986],
Sade,1986-07-01,1986,3.0,billboard-200,101,Diamond Life,Sade,5.0,72.0,[1986],
Sade,1986-10-01,1986,4.0,billboard-200,157,Promise,Sade,1.0,42.0,[1986],
Sade,1988-07-01,1988,3.0,billboard-200,7,Stronger Than Pride,Sade,7.0,5.0,[1986],
Sade,1988-10-01,1988,4.0,billboard-200,29,Stronger Than Pride,Sade,7.0,18.0,[1986],
Sade,1989-01-01,1989,1.0,billboard-200,103,Stronger Than Pride,Sade,7.0,32.0,[1986],
Sade,1989-04-01,1989,2.0,billboard-200,106,To Whom It May Concern,The Pasadenas,106.0,3.0,[1986],
Sade,1989-04-01,1989,2.0,billboard-200,178,Stronger Than Pride,Sade,7.0,44.0,[1986],
Sade,1993-01-01,1993,1.0,billboard-200,16,Love Deluxe,Sade,3.0,7.0,[1986],
Sade,1993-04-01,1993,2.0,billboard-200,24,Love Deluxe,Sade,3.0,20.0,[1986],
Sade,1993-07-01,1993,3.0,billboard-200,26,Love Deluxe,Sade,3.0,33.0,[1986],
Sade,1993-10-01,1993,4.0,billboard-200,52,Love Deluxe,Sade,3.0,46.0,[1986],
Sade,1994-01-01,1994,1.0,billboard-200,119,Love Deluxe,Sade,3.0,59.0,[1986],
Sade,1994-04-01,1994,2.0,billboard-200,101,Love Deluxe,Sade,3.0,72.0,[1986],
Sade,1994-07-01,1994,3.0,billboard-200,172,Love Deluxe,Sade,3.0,85.0,[1986],
Sade,1994-10-01,1994,4.0,billboard-200,177,Love Deluxe,Sade,3.0,98.0,[1986],
Sade,1995-01-01,1995,1.0,billboard-200,25,The Best Of Sade,Sade,9.0,7.0,[1986],
Sade,1995-04-01,1995,2.0,billboard-200,53,The Best Of Sade,Sade,9.0,19.0,[1986],
Sade,1995-07-01,1995,3.0,billboard-200,97,The Best Of Sade,Sade,9.0,32.0,[1986],
Sade,1995-10-01,1995,4.0,billboard-200,136,The Best Of Sade,Sade,9.0,46.0,[1986],
Sade,1996-04-01,1996,2.0,billboard-200,159,The Best Of Sade,Sade,9.0,66.0,[1986],
Sade,1996-07-01,1996,3.0,billboard-200,189,The Best Of Sade,Sade,9.0,78.0,[1986],
Sam Smith,2014-04-01,2014,2.0,hot-100,39,La La La,Naughty Boy Featuring Sam Smith,39.0,5.0,[2015],
Sam Smith,2014-04-01,2014,2.0,hot-100,100,Latch,Disclosure Featuring Sam Smith,100.0,2.0,[2015],
Sam Smith,2014-07-01,2014,3.0,hot-100,5,Stay With Me,Sam Smith,5.0,11.0,[2015],
Sam Smith,2014-07-01,2014,3.0,hot-100,12,Latch,Disclosure Featuring Sam Smith,12.0,14.0,[2015],
Sam Smith,2014-07-01,2014,3.0,hot-100,62,La La La,Naughty Boy Featuring Sam Smith,19.0,18.0,[2015],
Sam Smith,2014-10-01,2014,4.0,hot-100,6,Stay With Me,Sam Smith,2.0,24.0,[2015],
Sam Smith,2014-10-01,2014,4.0,hot-100,32,Latch,Disclosure Featuring Sam Smith,7.0,27.0,[2015],
Sam Smith,2014-10-01,2014,4.0,hot-100,84,I'm Not The Only One,Sam Smith,69.0,3.0,[2015],
Sam Smith,2015-01-01,2015,1.0,hot-100,6,I'm Not The Only One,Sam Smith,5.0,16.0,[2015],
Sam Smith,2015-01-01,2015,1.0,hot-100,27,Stay With Me,Sam Smith,2.0,37.0,[2015],
Sam Smith,2015-04-01,2015,2.0,hot-100,18,Lay Me Down,Sam Smith,8.0,7.0,[2015],
Sam Smith,2015-04-01,2015,2.0,hot-100,23,I'm Not The Only One,Sam Smith,5.0,29.0,[2015],
Sam Smith,2015-04-01,2015,2.0,hot-100,37,Stay With Me,Sam Smith,2.0,50.0,[2015],
Sam Smith,2015-07-01,2015,3.0,hot-100,77,Lay Me Down,Sam Smith,8.0,20.0,[2015],
Sam Smith,2017-10-01,2017,4.0,hot-100,16,Too Good At Goodbyes,Sam Smith,5.0,2.0,[2015],
Sam Smith,2018-01-01,2018,1.0,hot-100,8,Too Good At Goodbyes,Sam Smith,4.0,15.0,[2015],
Sam Smith,2018-10-01,2018,4.0,hot-100,68,Promises,Calvin Harris & Sam Smith,65.0,6.0,[2015],
Sam Smith,2019-04-01,2019,2.0,hot-100,17,Dancing With A Stranger,Sam Smith & Normani,17.0,11.0,[2015],
Sam Smith,2019-07-01,2019,3.0,hot-100,15,Dancing With A Stranger,Sam Smith & Normani,7.0,24.0,[2015],
Sam Smith,2019-10-01,2019,4.0,hot-100,26,How Do You Sleep?,Sam Smith,26.0,10.0,[2015],
Sam Smith,2019-10-01,2019,4.0,hot-100,27,Dancing With A Stranger,Sam Smith & Normani,7.0,37.0,[2015],
Sam Smith,2020-04-01,2020,2.0,hot-100,84,To Die For,Sam Smith,46.0,6.0,[2015],
Sam Smith,2020-10-01,2020,4.0,hot-100,51,Diamonds,Sam Smith,51.0,1.0,[2015],
Sam Smith,2021-01-01,2021,1.0,hot-100,65,Diamonds,Sam Smith,40.0,14.0,[2015],
Sam Smith,2022-07-01,2022,3.0,hot-100,97,Love Me More,Sam Smith,93.0,3.0,[2015],
Sam Smith,2023-01-01,2023,1.0,hot-100,10,Unholy,Sam Smith & Kim Petras,1.0,14.0,[2015],
Sam Smith,2023-04-01,2023,2.0,hot-100,18,Unholy,Sam Smith & Kim Petras,1.0,26.0,[2015],
Sam Smith,2014-07-01,2014,3.0,billboard-200,2,In The Lonely Hour,Sam Smith,2.0,1.0,[2015],
Sam Smith,2014-07-01,2014,3.0,billboard-200,188,Nirvana E.P.,Sam Smith,126.0,5.0,[2015],
Sam Smith,2014-10-01,2014,4.0,billboard-200,17,In The Lonely Hour,Sam Smith,2.0,14.0,[2015],
Sam Smith,2015-01-01,2015,1.0,billboard-200,6,In The Lonely Hour,Sam Smith,2.0,27.0,[2015],
Sam Smith,2015-04-01,2015,2.0,billboard-200,9,In The Lonely Hour,Sam Smith,2.0,40.0,[2015],
Sam Smith,2015-07-01,2015,3.0,billboard-200,15,In The Lonely Hour,Sam Smith,2.0,53.0,[2015],
Sam Smith,2015-10-01,2015,4.0,billboard-200,24,In The Lonely Hour,Sam Smith,2.0,66.0,[2015],
Sam Smith,2016-01-01,2016,1.0,billboard-200,47,In The Lonely Hour,Sam Smith,2.0,79.0,[2015],
Sam Smith,2016-04-01,2016,2.0,billboard-200,69,In The Lonely Hour,Sam Smith,2.0,92.0,[2015],
Sam Smith,2016-07-01,2016,3.0,billboard-200,101,In The Lonely Hour,Sam Smith,2.0,105.0,[2015],
Sam Smith,2016-10-01,2016,4.0,billboard-200,112,In The Lonely Hour,Sam Smith,2.0,118.0,[2015],
Sam Smith,2017-01-01,2017,1.0,billboard-200,157,In The Lonely Hour,Sam Smith,2.0,132.0,[2015],
Sam Smith,2017-04-01,2017,2.0,billboard-200,116,In The Lonely Hour,Sam Smith,2.0,144.0,[2015],
Sam Smith,2017-07-01,2017,3.0,billboard-200,159,In The Lonely Hour,Sam Smith,2.0,157.0,[2015],
Sam Smith,2017-10-01,2017,4.0,billboard-200,60,In The Lonely Hour,Sam Smith,2.0,171.0,[2015],
Sam Smith,2018-01-01,2018,1.0,billboard-200,7,The Thrill Of It All,Sam Smith,1.0,7.0,[2015],
Sam Smith,2018-01-01,2018,1.0,billboard-200,91,In The Lonely Hour,Sam Smith,2.0,184.0,[2015],
Sam Smith,2018-04-01,2018,2.0,billboard-200,39,The Thrill Of It All,Sam Smith,1.0,21.0,[2015],
Sam Smith,2018-04-01,2018,2.0,billboard-200,100,In The Lonely Hour,Sam Smith,2.0,198.0,[2015],
Sam Smith,2018-07-01,2018,3.0,billboard-200,107,The Thrill Of It All,Sam Smith,1.0,34.0,[2015],
Sam Smith,2018-07-01,2018,3.0,billboard-200,129,In The Lonely Hour,Sam Smith,2.0,211.0,[2015],
Sam Smith,2018-10-01,2018,4.0,billboard-200,112,In The Lonely Hour,Sam Smith,2.0,224.0,[2015],
Sam Smith,2018-10-01,2018,4.0,billboard-200,147,The Thrill Of It All,Sam Smith,1.0,47.0,[2015],
Sam Smith,2019-04-01,2019,2.0,billboard-200,132,In The Lonely Hour,Sam Smith,2.0,248.0,[2015],
Sam Smith,2019-07-01,2019,3.0,billboard-200,180,In The Lonely Hour,Sam Smith,2.0,261.0,[2015],
Sam Smith,2019-10-01,2019,4.0,billboard-200,134,In The Lonely Hour,Sam Smith,2.0,274.0,[2015],
Sam Smith,2020-04-01,2020,2.0,billboard-200,157,In The Lonely Hour,Sam Smith,2.0,296.0,[2015],
Sam Smith,2020-10-01,2020,4.0,billboard-200,179,In The Lonely Hour,Sam Smith,2.0,305.0,[2015],
Sam Smith,2021-01-01,2021,1.0,billboard-200,143,Love Goes,Sam Smith,5.0,8.0,[2015],
Sam Smith,2021-04-01,2021,2.0,billboard-200,198,In The Lonely Hour,Sam Smith,2.0,325.0,[2015],
Sam Smith,2021-04-01,2021,2.0,billboard-200,200,Love Goes,Sam Smith,5.0,21.0,[2015],
Sam Smith,2021-10-01,2021,4.0,billboard-200,81,In The Lonely Hour,Sam Smith,2.0,334.0,[2015],
Sam Smith,2022-04-01,2022,2.0,billboard-200,200,In The Lonely Hour,Sam Smith,2.0,350.0,[2015],
Sam Smith,2022-10-01,2022,4.0,billboard-200,177,In The Lonely Hour,Sam Smith,2.0,356.0,[2015],
Sam Smith,2023-01-01,2023,1.0,billboard-200,149,Live From The Royal Albert Hall (EP),Sam Smith,115.0,4.0,[2015],
Sam Smith,2023-04-01,2023,2.0,billboard-200,131,Gloria,Sam Smith,7.0,8.0,[2015],
Carly Simon,1971-07-01,1971,3.0,hot-100,16,That's The Way I've Always Heard It Should Be,Carly Simon,16.0,12.0,[1972],
Carly Simon,1972-01-01,1972,1.0,hot-100,36,Anticipation,Carly Simon,36.0,4.0,[1972],
Carly Simon,1972-04-01,1972,2.0,hot-100,82,Legend In Your Own Time,Carly Simon,82.0,2.0,[1972],
Carly Simon,1973-01-01,1973,1.0,hot-100,1,You're So Vain,Carly Simon,1.0,6.0,[1972],
Carly Simon,1973-04-01,1973,2.0,hot-100,60,The Right Thing To Do,Carly Simon,60.0,2.0,[1972],
Carly Simon,1974-04-01,1974,2.0,hot-100,9,Mockingbird,Carly Simon & James Taylor,5.0,10.0,[1972],
Carly Simon,1974-07-01,1974,3.0,hot-100,28,Haven't Got Time For The Pain,Carly Simon,14.0,9.0,[1972],
Carly Simon,1976-07-01,1976,3.0,hot-100,58,It Keeps You Runnin',Carly Simon,58.0,3.0,[1972],
Carly Simon,1977-10-01,1977,4.0,hot-100,6,Nobody Does It Better,Carly Simon,6.0,11.0,[1972],
Carly Simon,1978-01-01,1978,1.0,hot-100,99,Nobody Does It Better,Carly Simon,2.0,25.0,[1972],
Carly Simon,1978-07-01,1978,3.0,hot-100,6,You Belong To Me,Carly Simon,6.0,12.0,[1972],
Carly Simon,1978-10-01,1978,4.0,hot-100,36,Devoted To You,Carly Simon & James Taylor,36.0,8.0,[1972],
Carly Simon,1979-07-01,1979,3.0,hot-100,51,Vengeance,Carly Simon,51.0,5.0,[1972],
Carly Simon,1979-10-01,1979,4.0,hot-100,8,Pop Muzik,M,8.0,9.0,[1972],
Carly Simon,1980-01-01,1980,1.0,hot-100,32,Pop Muzik,M,1.0,22.0,[1972],
Carly Simon,1980-10-01,1980,4.0,hot-100,18,Jesse,Carly Simon,18.0,10.0,[1972],
Carly Simon,1981-01-01,1981,1.0,hot-100,100,Jesse,Carly Simon,11.0,23.0,[1972],
Carly Simon,1967-10-01,1967,4.0,billboard-200,79,For A Few Dollars More And Other Motion Picture Themes,L,79.0,5.0,[1972],
Carly Simon,1968-01-01,1968,1.0,billboard-200,46,For A Few Dollars More And Other Motion Picture Themes,L,42.0,18.0,[1972],
Carly Simon,1968-07-01,1968,3.0,billboard-200,138,"The Good, The Bad And The Ugly And Other Motion Picture Themes",L,138.0,6.0,[1972],
Carly Simon,1970-04-01,1970,2.0,billboard-200,93,Lord Sutch And Heavy Friends,L,84.0,7.0,[1972],
Carly Simon,1971-07-01,1971,3.0,billboard-200,39,Carly Simon,Carly Simon,39.0,11.0,[1972],
Carly Simon,1971-07-01,1971,3.0,billboard-200,105,Osibisa,O,105.0,1.0,[1972],
Carly Simon,1971-10-01,1971,4.0,billboard-200,134,Carly Simon,Carly Simon,30.0,24.0,[1972],
Carly Simon,1971-10-01,1971,4.0,billboard-200,136,Osibisa,O,55.0,14.0,[1972],
Carly Simon,1972-01-01,1972,1.0,billboard-200,62,Anticipation,Carly Simon,62.0,6.0,[1972],
Carly Simon,1972-04-01,1972,2.0,billboard-200,66,Anticipation,Carly Simon,30.0,19.0,[1972],
Carly Simon,1972-04-01,1972,2.0,billboard-200,70,Wcyaya,O,66.0,8.0,[1972],
Carly Simon,1973-01-01,1973,1.0,billboard-200,6,No Secrets,Carly Simon,6.0,5.0,[1972],
Carly Simon,1973-04-01,1973,2.0,billboard-200,10,No Secrets,Carly Simon,1.0,18.0,[1972],
Carly Simon,1973-07-01,1973,3.0,billboard-200,59,No Secrets,Carly Simon,1.0,31.0,[1972],
Carly Simon,1973-10-01,1973,4.0,billboard-200,139,No Secrets,Carly Simon,1.0,44.0,[1972],
Carly Simon,1974-01-01,1974,1.0,billboard-200,168,No Secrets,Carly Simon,1.0,57.0,[1972],
Carly Simon,1974-04-01,1974,2.0,billboard-200,9,Hotcakes,Carly Simon,3.0,10.0,[1972],
Carly Simon,1974-04-01,1974,2.0,billboard-200,192,No Secrets,Carly Simon,1.0,70.0,[1972],
Carly Simon,1974-07-01,1974,3.0,billboard-200,45,Hotcakes,Carly Simon,3.0,23.0,[1972],
Carly Simon,1974-10-01,1974,4.0,billboard-200,181,Osibirock,O,181.0,2.0,[1972],
Carly Simon,1975-07-01,1975,3.0,billboard-200,33,Playing Possum,Carly Simon,10.0,10.0,[1972],
Carly Simon,1976-01-01,1976,1.0,billboard-200,21,Best Of Carly Simon,Carly Simon,21.0,5.0,[1972],
Carly Simon,1976-04-01,1976,2.0,billboard-200,199,Best Of Carly Simon,Carly Simon,17.0,18.0,[1972],
Carly Simon,1976-07-01,1976,3.0,billboard-200,38,Another Passenger,Carly Simon,38.0,2.0,[1972],
Carly Simon,1978-07-01,1978,3.0,billboard-200,10,Boys In The Trees,Carly Simon,10.0,11.0,[1972],
Carly Simon,1978-10-01,1978,4.0,billboard-200,73,Boys In The Trees,Carly Simon,10.0,25.0,[1972],
Carly Simon,1979-07-01,1979,3.0,billboard-200,63,Spy,Carly Simon,63.0,2.0,[1972],
Carly Simon,1980-01-01,1980,1.0,billboard-200,103,"New York,london,paris,munich",M,103.0,3.0,[1972],
Carly Simon,1980-10-01,1980,4.0,billboard-200,73,Come Upstairs,Carly Simon,61.0,13.0,[1972],
Carly Simon,1981-01-01,1981,1.0,billboard-200,90,Come Upstairs,Carly Simon,36.0,26.0,[1972],
Carly Simon,1982-01-01,1982,1.0,billboard-200,85,Torch,Carly Simon,50.0,12.0,[1972],
Jody Watley,1987-04-01,1987,2.0,hot-100,18,Looking For A New Love,Jody Watley,18.0,5.0,[1988],
Jody Watley,1987-07-01,1987,3.0,hot-100,66,Still A Thrill,Jody Watley,66.0,3.0,[1988],
Jody Watley,1987-07-01,1987,3.0,hot-100,71,Looking For A New Love,Jody Watley,2.0,18.0,[1988],
Jody Watley,1987-10-01,1987,4.0,hot-100,80,Don't You Want Me,Jody Watley,80.0,1.0,[1988],
Jody Watley,1988-01-01,1988,1.0,hot-100,6,Don't You Want Me,Jody Watley,6.0,14.0,[1988],
Jody Watley,1988-04-01,1988,2.0,hot-100,14,Some Kind Of Lover,Jody Watley,14.0,10.0,[1988],
Jody Watley,1988-07-01,1988,3.0,hot-100,78,Most Of All,Jody Watley,60.0,10.0,[1988],
Jody Watley,1989-04-01,1989,2.0,hot-100,37,Real Love,Jody Watley,37.0,3.0,[1988],
Jody Watley,1989-07-01,1989,3.0,hot-100,54,Friends,Jody Watley With Eric B. & Rakim,54.0,3.0,[1988],
Jody Watley,1989-07-01,1989,3.0,hot-100,62,Real Love,Jody Watley,2.0,16.0,[1988],
Jody Watley,1989-10-01,1989,4.0,hot-100,81,Friends,Jody Watley With Eric B. & Rakim,9.0,17.0,[1988],
Jody Watley,1990-01-01,1990,1.0,hot-100,10,Everything,Jody Watley,10.0,13.0,[1988],
Jody Watley,1990-04-01,1990,2.0,hot-100,93,Precious Love,Jody Watley,87.0,3.0,[1988],
Jody Watley,1992-01-01,1992,1.0,hot-100,67,I Want You,Jody Watley,67.0,6.0,[1988],
Jody Watley,1992-04-01,1992,2.0,hot-100,30,I'm The One You Need,Jody Watley,30.0,5.0,[1988],
Jody Watley,1997-01-01,1997,1.0,hot-100,21,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",6.0,11.0,[1988],
